-0.014336,0,0
-0.014375,0,0
-0.014414,0,0
-0.014456,0,0
-0.014493,0,0
-0.014532,0,0
-0.014571,0,0
-0.01461,0,0
-0.01465,0,0
-0.014689,0,0
-0.014729,0,0
-0.014768,0,0
-0.014807,0,0
-0.014846,0,0
-0.014885,0,0
-0.014924,0,0
-0.014963,0,0
-0.015002,0,0
-0.015041,0,0
-0.01508,0,0
-0.015119,0,0
-0.015158,0,0
-0.015197,0,0
-0.015236,0,0
-0.015276,0,0
-0.015315,0,0
-0.015354,0,0
-0.015393,0,0
-0.015432,0,0
-0.015471,0,0
-0.01551,0,0
-0.015549,0,0
-0.015588,0,0
-0.015627,0,0
-0.015666,0,0
-0.015705,0,0
-0.015744,0,0
-0.015783,0,0
-0.015822,0,0
-0.015861,0,0
-0.0159,0,0
-0.015939,0,0
-0.015978,0,0
-0.016018,0,0
-0.016056,0,0
-0.016095,0,0
-0.016134,0,0
-0.016173,0,0
-0.016212,0,0
-0.016251,0,0
-0.01629,0,0
-0.016328,0,0
-0.016367,0,0
-0.016406,0,0
-0.016446,0,0
-0.016484,0,0
-0.016523,0,0
-0.016562,0,0
-0.016601,0,0
-0.01664,0,0
-0.016679,0,0
-0.016717,0,0
-0.016756,0,0
-0.016795,0,0
-0.016834,0,0
-0.016873,0,0
-0.016912,0,0
-0.016951,0,0
-0.016989,0,0
-0.017028,0,0
-0.017067,0,0
-0.017106,0,0
-0.017145,0,0
-0.017184,0,0
-0.017222,0,0
-0.017261,0,0
-0.0173,0,0
-0.017339,0,0
-0.017378,0,0
-0.017416,0,0
-0.017456,0,0
-0.017495,0,0
-0.017534,0,0
-0.017572,0,0
-0.01761,0,0
-0.017649,0,0
-0.017688,0,0
-0.017727,0,0
-0.017765,0,0
-0.017804,0,0
-0.017843,0,0
-0.017882,0,0
-0.01792,0,0
-0.017959,0,0
-0.017998,0,0
-0.018037,0,0
-0.018076,0,0
-0.018114,0,0
-0.018153,0,0
-0.018191,0,0
-0.018231,0,0
-0.01827,0,0
-0.018308,0,0
-0.018347,0,0
-0.018386,0,0
-0.018424,0,0
-0.018462,0,0
-0.018501,0,0
-0.01854,0,0
-0.018578,0,0
-0.018617,0,0
-0.018656,0,0
-0.018695,0,0
-0.018735,0,0
-0.018772,0,0
-0.01881,0,0
-0.018849,0,0
-0.018888,0,0
-0.018926,0,0
-0.018965,0,0
-0.019003,0,0
-0.019042,0,0
-0.019081,0,0
-0.019119,0,0
-0.019158,0,0
-0.019197,0,0
-0.019237,0,0
-0.019275,0,0
-0.019312,0,0
-0.019351,0,0
-0.01939,0,0
-0.019428,0,0
-0.019467,0,0
-0.019505,0,0
-0.019544,0,0
-0.019583,0,0
-0.019623,0,0
-0.01966,0,0
-0.019698,0,0
-0.019737,0,0
-0.019775,0,0
-0.019814,0,0
-0.019853,0,0
-0.019891,0,0
-0.01993,0,0
-0.019969,0,0
-0.020007,0,0
-0.020045,0,0
-0.020084,0,0
-0.020122,0,0
-0.020161,0,0
-0.0202,0,0
-0.020238,0,0
-0.020277,0,0
-0.020315,0,0
-0.020354,0,0
-0.020392,0,0
-0.020431,0,0
-0.020469,0,0
-0.020508,0,0
-0.020546,0,0
-0.020585,0,0
-0.020623,0,0
-0.020663,0,0
-0.020701,0,0
-0.020739,0,0
-0.020777,0,0
-0.020816,0,0
-0.020854,0,0
-0.020893,0,0
-0.020931,0,0
-0.02097,0,0
-0.021009,0,0
-0.021047,0,0
-0.021085,0,0
-0.021124,0,0
-0.021162,0,0
-0.021201,0,0
-0.021239,0,0
-0.021278,0,0
-0.021317,0,0
-0.021355,0,0
-0.021394,0,0
-0.021432,0,0
-0.021471,0,0
-0.021508,0,0
-0.021547,0,0
-0.021585,1.0000000000065512e-05,0
-0.021624,1.0000000000065512e-05,0
-0.021662,1.0000000000065512e-05,0
-0.021701,1.0000000000065512e-05,0
-0.021741,1.0000000000065512e-05,0
-0.021778,1.0000000000065512e-05,0
-0.021817,1.0000000000065512e-05,0
-0.021855,1.0000000000065512e-05,0
-0.021893,1.0000000000065512e-05,0
-0.021931,1.0000000000065512e-05,0
-0.02197,1.0000000000065512e-05,0
-0.022009,1.0000000000065512e-05,0
-0.022046,1.0000000000065512e-05,0
-0.022085,1.0000000000065512e-05,0
-0.022123,1.0000000000065512e-05,0
-0.022162,1.0000000000065512e-05,0
-0.0222,1.0000000000065512e-05,0
-0.022239,1.0000000000065512e-05,0
-0.022276,1.0000000000065512e-05,0
-0.022315,1.0000000000065512e-05,0
-0.022354,1.0000000000065512e-05,0
-0.022392,1.0000000000065512e-05,0
-0.022431,1.0000000000065512e-05,0
-0.022469,1.0000000000065512e-05,0
-0.022507,1.0000000000065512e-05,0
-0.022546,1.0000000000065512e-05,0
-0.022584,1.0000000000065512e-05,0
-0.022623,1.0000000000065512e-05,0
-0.022661,1.0000000000065512e-05,0
-0.022699,1.0000000000065512e-05,0
-0.022738,1.0000000000065512e-05,0
-0.022776,1.0000000000065512e-05,0
-0.022814,1.0000000000065512e-05,0
-0.022853,1.0000000000065512e-05,0
-0.022891,1.0000000000065512e-05,0
-0.02293,1.0000000000065512e-05,0
